Query 1 portabl oper system 
1 Q0 CACM-1462 57 -14.159166173204913 SQLModel_Stemmed 
1 Q0 CACM-2378 58 -14.16254322076949 SQLModel_Stemmed 
1 Q0 CACM-1853 59 -14.163488971758067 SQLModel_Stemmed 
1 Q0 CACM-2081 60 -14.16445717622124 SQLModel_Stemmed 
1 Q0 CACM-2904 61 -14.171030982295653 SQLModel_Stemmed 
1 Q0 CACM-2868 62 -14.17263500196678 SQLModel_Stemmed 
1 Q0 CACM-0585 63 -14.176193164513917 SQLModel_Stemmed 
1 Q0 CACM-0322 64 -14.176202949315549 SQLModel_Stemmed 
1 Q0 CACM-2105 65 -14.177322469972047 SQLModel_Stemmed 
1 Q0 CACM-2311 66 -14.188585595079598 SQLModel_Stemmed 
1 Q0 CACM-1264 67 -14.20257705962827 SQLModel_Stemmed 
1 Q0 CACM-2399 68 -14.211713860645716 SQLModel_Stemmed 
1 Q0 CACM-1683 69 -14.217838069874256 SQLModel_Stemmed 
1 Q0 CACM-2542 70 -14.231924113172067 SQLModel_Stemmed 
1 Q0 CACM-2151 71 -14.23669376333245 SQLModel_Stemmed 
1 Q0 CACM-1951 72 -14.238618279446637 SQLModel_Stemmed 
1 Q0 CACM-1226 73 -14.243877718483912 SQLModel_Stemmed 
1 Q0 CACM-2111 74 -14.244773015455253 SQLModel_Stemmed 
1 Q0 CACM-2840 75 -14.24611111636641 SQLModel_Stemmed 
1 Q0 CACM-2950 76 -14.246207116709996 SQLModel_Stemmed 
1 Q0 CACM-1168 77 -14.24697164920903 SQLModel_Stemmed 
1 Q0 CACM-1034 78 -14.254072301675023 SQLModel_Stemmed 
1 Q0 CACM-2622 79 -14.255880657969335 SQLModel_Stemmed 
1 Q0 CACM-1902 80 -14.2649118426865 SQLModel_Stemmed 
1 Q0 CACM-2080 81 -14.267056779646694 SQLModel_Stemmed 
1 Q0 CACM-2681 82 -14.275004768238793 SQLModel_Stemmed 
1 Q0 CACM-3023 83 -14.275004768238793 SQLModel_Stemmed 
1 Q0 CACM-1533 84 -14.27728959170835 SQLModel_Stemmed 
1 Q0 CACM-2065 85 -14.279109819296481 SQLModel_Stemmed 
1 Q0 CACM-3087 86 -14.286138728414878 SQLModel_Stemmed 
1 Q0 CACM-1728 87 -14.291109804742788 SQLModel_Stemmed 
1 Q0 CACM-2479 88 -14.29502097074084 SQLModel_Stemmed 
1 Q0 CACM-2522 89 -14.29502097074084 SQLModel_Stemmed 
1 Q0 CACM-0252 90 -14.29904896691588 SQLModel_Stemmed 
1 Q0 CACM-3174 91 -14.29904896691588 SQLModel_Stemmed 
1 Q0 CACM-2317 92 -14.3007791382524 SQLModel_Stemmed 
1 Q0 CACM-2320 93 -14.305437513219626 SQLModel_Stemmed 
1 Q0 CACM-0202 94 -14.31025443207469 SQLModel_Stemmed 
1 Q0 CACM-0017 95 -14.312489965985677 SQLModel_Stemmed 
1 Q0 CACM-0215 96 -14.312489965985677 SQLModel_Stemmed 
1 Q0 CACM-2867 97 -14.315073803258336 SQLModel_Stemmed 
1 Q0 CACM-2697 98 -14.315576606415673 SQLModel_Stemmed 
1 Q0 CACM-2878 99 -14.3434846046245 SQLModel_Stemmed 
1 Q0 CACM-2184 100 -14.346232224939312 SQLModel_Stemmed 
Query 2 code optim for space effici 
2 Q0 CACM-2748 1 -18.017426921439977 SQLModel_Stemmed 
2 Q0 CACM-2897 2 -18.232966099656412 SQLModel_Stemmed 
2 Q0 CACM-2491 3 -18.2863554914986 SQLModel_Stemmed 
2 Q0 CACM-1795 4 -18.810435010052387 SQLModel_Stemmed 
2 Q0 CACM-2495 5 -18.93158796441326 SQLModel_Stemmed 
2 Q0 CACM-2033 6 -19.032315002901033 SQLModel_Stemmed 
2 Q0 CACM-2559 7 -19.098495029398492 SQLModel_Stemmed 
2 Q0 CACM-2530 8 -19.16273502712094 SQLModel_Stemmed 
2 Q0 CACM-2680 9 -19.24287969643017 SQLModel_Stemmed 
2 Q0 CACM-3129 10 -19.43584925376923 SQLModel_Stemmed 
2 Q0 CACM-2856 11 -19.469935576399926 SQLModel_Stemmed 
2 Q0 CACM-1947 12 -19.48951089673364 SQLModel_Stemmed 
2 Q0 CACM-3033 13 -19.579298795343497 SQLModel_Stemmed 
2 Q0 CACM-2701 14 -19.70882744568688 SQLModel_Stemmed 
2 Q0 CACM-1886 15 -19.71677241275765 SQLModel_Stemmed 
2 Q0 CACM-2834 16 -19.789351514191303 SQLModel_Stemmed 
2 Q0 CACM-2716 17 -19.789996298178195 SQLModel_Stemmed 
2 Q0 CACM-2537 18 -19.829010643017323 SQLModel_Stemmed 
2 Q0 CACM-2863 19 -19.882815648083415 SQLModel_Stemmed 
2 Q0 CACM-3099 20 -19.900949642080825 SQLModel_Stemmed 
2 Q0 CACM-2490 21 -19.90455428942055 SQLModel_Stemmed 
2 Q0 CACM-3005 22 -19.913725321801877 SQLModel_Stemmed 
2 Q0 CACM-3080 23 -19.941431738543148 SQLModel_Stemmed 
2 Q0 CACM-1807 24 -19.96594745984337 SQLModel_Stemmed 
2 Q0 CACM-2586 25 -19.981116740302813 SQLModel_Stemmed 
2 Q0 CACM-2885 26 -19.98306746195623 SQLModel_Stemmed 
2 Q0 CACM-1901 27 -19.991756960799908 SQLModel_Stemmed 
2 Q0 CACM-3103 28 -20.03571650837894 SQLModel_Stemmed 
2 Q0 CACM-1195 29 -20.03952170607256 SQLModel_Stemmed 
2 Q0 CACM-2648 30 -20.049256813531922 SQLModel_Stemmed 
2 Q0 CACM-2801 31 -20.053051398882722 SQLModel_Stemmed 
2 Q0 CACM-2711 32 -20.05711439439256 SQLModel_Stemmed 
2 Q0 CACM-1694 33 -20.070081888477876 SQLModel_Stemmed 
2 Q0 CACM-3113 34 -20.091304390561042 SQLModel_Stemmed 
2 Q0 CACM-2078 35 -20.104840673210695 SQLModel_Stemmed 
2 Q0 CACM-2816 36 -20.107445453149065 SQLModel_Stemmed 
2 Q0 CACM-2464 37 -20.11060336684267 SQLModel_Stemmed 
2 Q0 CACM-2598 38 -20.143606041092863 SQLModel_Stemmed 
2 Q0 CACM-2819 39 -20.177230910756304 SQLModel_Stemmed 
2 Q0 CACM-3057 40 -20.197674044081833 SQLModel_Stemmed 
2 Q0 CACM-2745 41 -20.276527693454398 SQLModel_Stemmed 
2 Q0 CACM-2389 42 -20.294873596159736 SQLModel_Stemmed 
2 Q0 CACM-1566 43 -20.30642811405323 SQLModel_Stemmed 
2 Q0 CACM-1362 44 -20.32146879720342 SQLModel_Stemmed 
2 Q0 CACM-2253 45 -20.329430661744137 SQLModel_Stemmed 
2 Q0 CACM-1999 46 -20.346222090806414 SQLModel_Stemmed 
2 Q0 CACM-3171 47 -20.353636239903857 SQLModel_Stemmed 
2 Q0 CACM-0048 48 -20.361905889395786 SQLModel_Stemmed 
2 Q0 CACM-2623 49 -20.385876482880153 SQLModel_Stemmed 
2 Q0 CACM-2904 50 -20.391653499702084 SQLModel_Stemmed 
2 Q0 CACM-2944 51 -20.40760608695495 SQLModel_Stemmed 
2 Q0 CACM-0867 52 -20.417619167651285 SQLModel_Stemmed 
2 Q0 CACM-2722 53 -20.429013958488227 SQLModel_Stemmed 
2 Q0 CACM-0243 54 -20.450343690876224 SQLModel_Stemmed 
2 Q0 CACM-1235 55 -20.455145155585676 SQLModel_Stemmed 
2 Q0 CACM-0124 56 -20.466207468282946 SQLModel_Stemmed 
2 Q0 CACM-0940 57 -20.471470743903907 SQLModel_Stemmed 
2 Q0 CACM-2929 58 -20.505232454986228 SQLModel_Stemmed 
2 Q0 CACM-1369 59 -20.5064183096409 SQLModel_Stemmed 
2 Q0 CACM-3134 60 -20.530061250386865 SQLModel_Stemmed 
2 Q0 CACM-1652 61 -20.555010755426153 SQLModel_Stemmed 
2 Q0 CACM-1655 62 -20.556088882197766 SQLModel_Stemmed 
2 Q0 CACM-3106 63 -20.563547603292818 SQLModel_Stemmed 
2 Q0 CACM-1932 64 -20.571642606617555 SQLModel_Stemmed 
2 Q0 CACM-2835 65 -20.574836852470213 SQLModel_Stemmed 
2 Q0 CACM-1066 66 -20.58205608447764 SQLModel_Stemmed 
2 Q0 CACM-1542 67 -20.588591560677287 SQLModel_Stemmed 
2 Q0 CACM-2858 68 -20.59320143861056 SQLModel_Stemmed 
2 Q0 CACM-2346 69 -20.594118183276315 SQLModel_Stemmed 
2 Q0 CACM-3072 70 -20.59531993933941 SQLModel_Stemmed 
2 Q0 CACM-2006 71 -20.61989058264884 SQLModel_Stemmed 
2 Q0 CACM-0405 72 -20.628005845542134 SQLModel_Stemmed 
2 Q0 CACM-2081 73 -20.640791022366685 SQLModel_Stemmed 
2 Q0 CACM-3074 74 -20.64121334412194 SQLModel_Stemmed 
2 Q0 CACM-2855 75 -20.655099156787344 SQLModel_Stemmed 
2 Q0 CACM-1552 76 -20.67140827531903 SQLModel_Stemmed 
2 Q0 CACM-2276 77 -20.67509219441925 SQLModel_Stemmed 
2 Q0 CACM-2787 78 -20.67570399394056 SQLModel_Stemmed 
2 Q0 CACM-2437 79 -20.6899053694371 SQLModel_Stemmed 
2 Q0 CACM-2794 80 -20.691599781126705 SQLModel_Stemmed 
2 Q0 CACM-2964 81 -20.700881837430856 SQLModel_Stemmed 
2 Q0 CACM-0066 82 -20.70269897582007 SQLModel_Stemmed 
2 Q0 CACM-3036 83 -20.70644038529088 SQLModel_Stemmed 
2 Q0 CACM-1719 84 -20.70707458335471 SQLModel_Stemmed 
2 Q0 CACM-2907 85 -20.717912703681613 SQLModel_Stemmed 
2 Q0 CACM-0675 86 -20.74302519639931 SQLModel_Stemmed 
2 Q0 CACM-3110 87 -20.74472998138161 SQLModel_Stemmed 
2 Q0 CACM-1231 88 -20.745210351495142 SQLModel_Stemmed 
2 Q0 CACM-2753 89 -20.77114752405868 SQLModel_Stemmed 
2 Q0 CACM-2230 90 -20.773044206154893 SQLModel_Stemmed 
2 Q0 CACM-1651 91 -20.774372201768813 SQLModel_Stemmed 
2 Q0 CACM-2729 92 -20.77899510676964 SQLModel_Stemmed 
2 Q0 CACM-2015 93 -20.782616021446003 SQLModel_Stemmed 
2 Q0 CACM-2592 94 -20.794095995777642 SQLModel_Stemmed 
2 Q0 CACM-0849 95 -20.79798202309156 SQLModel_Stemmed 
2 Q0 CACM-1756 96 -20.79914109170263 SQLModel_Stemmed 
2 Q0 CACM-2611 97 -20.80548527360808 SQLModel_Stemmed 
2 Q0 CACM-2195 98 -20.806583528046794 SQLModel_Stemmed 
2 Q0 CACM-1172 99 -20.80981236160953 SQLModel_Stemmed 
2 Q0 CACM-2734 100 -20.816013249088407 SQLModel_Stemmed 
Query 3 parallel algorithm 
3 Q0 CACM-2714 1 -5.29713198801765 SQLModel_Stemmed 
3 Q0 CACM-2266 2 -5.863771021362027 SQLModel_Stemmed 
3 Q0 CACM-2973 3 -5.9056351545004455 SQLModel_Stemmed 
3 Q0 CACM-0950 4 -5.992690260550894 SQLModel_Stemmed 
3 Q0 CACM-2664 5 -6.01335656510342 SQLModel_Stemmed 
3 Q0 CACM-3075 6 -6.052393338627944 SQLModel_Stemmed 
3 Q0 CACM-2433 7 -6.071800937602671 SQLModel_Stemmed 
3 Q0 CACM-2785 8 -6.11304604836612 SQLModel_Stemmed 
3 Q0 CACM-3156 9 -6.1852566091789365 SQLModel_Stemmed 
3 Q0 CACM-2685 10 -6.1925016203768095 SQLModel_Stemmed 
3 Q0 CACM-1262 11 -6.209277912912441 SQLModel_Stemmed 
3 Q0 CACM-1811 12 -6.209277912912441 SQLModel_Stemmed 
3 Q0 CACM-2700 13 -6.292061263462417 SQLModel_Stemmed 
3 Q0 CACM-0141 14 -6.387240327065879 SQLModel_Stemmed 
3 Q0 CACM-1158 15 -6.426094687136793 SQLModel_Stemmed 
3 Q0 CACM-0392 16 -6.426094687136793 SQLModel_Stemmed 
3 Q0 CACM-1302 17 -6.426094687136793 SQLModel_Stemmed 
3 Q0 CACM-2401 18 -6.488777726057322 SQLModel_Stemmed 
3 Q0 CACM-2289 19 -6.526861428703821 SQLModel_Stemmed 
3 Q0 CACM-1828 20 -6.540288299955228 SQLModel_Stemmed 
3 Q0 CACM-3059 21 -6.585114024801985 SQLModel_Stemmed 
3 Q0 CACM-2851 22 -6.653469495813007 SQLModel_Stemmed 
3 Q0 CACM-1601 23 -6.659239956398796 SQLModel_Stemmed 
3 Q0 CACM-2896 24 -6.66273030845681 SQLModel_Stemmed 
3 Q0 CACM-2557 25 -6.664211194948075 SQLModel_Stemmed 
3 Q0 CACM-2195 26 -6.664226900019562 SQLModel_Stemmed 
3 Q0 CACM-2342 27 -6.7021154792289925 SQLModel_Stemmed 
3 Q0 CACM-2895 28 -6.7073215721443695 SQLModel_Stemmed 
3 Q0 CACM-1795 29 -6.7073215721443695 SQLModel_Stemmed 
3 Q0 CACM-2660 30 -6.7073215721443695 SQLModel_Stemmed 
3 Q0 CACM-1367 31 -6.732792530572475 SQLModel_Stemmed 
3 Q0 CACM-2175 32 -6.804068334677192 SQLModel_Stemmed 
3 Q0 CACM-2570 33 -6.815566151764841 SQLModel_Stemmed 
3 Q0 CACM-1569 34 -6.868619246697552 SQLModel_Stemmed 
3 Q0 CACM-0046 35 -6.888826000050867 SQLModel_Stemmed 
3 Q0 CACM-2182 36 -6.908433548109178 SQLModel_Stemmed 
3 Q0 CACM-2952 37 -6.945968390356644 SQLModel_Stemmed 
3 Q0 CACM-1846 38 -6.95201809538111 SQLModel_Stemmed 
3 Q0 CACM-2865 39 -6.975661908316852 SQLModel_Stemmed 
3 Q0 CACM-1747 40 -7.009554699390014 SQLModel_Stemmed 
3 Q0 CACM-2838 41 -7.036297551052604 SQLModel_Stemmed 
3 Q0 CACM-1468 42 -7.0958294481562 SQLModel_Stemmed 
3 Q0 CACM-1613 43 -7.140386820789951 SQLModel_Stemmed 
3 Q0 CACM-2114 44 -7.147531506498194 SQLModel_Stemmed 
3 Q0 CACM-2080 45 -7.153421118697873 SQLModel_Stemmed 
3 Q0 CACM-2311 46 -7.159883279396379 SQLModel_Stemmed 
3 Q0 CACM-1008 47 -7.2207801522846005 SQLModel_Stemmed 
3 Q0 CACM-2740 48 -7.232207065939333 SQLModel_Stemmed 
3 Q0 CACM-3175 49 -7.245608815568739 SQLModel_Stemmed 
3 Q0 CACM-2727 50 -7.254375028498595 SQLModel_Stemmed 
3 Q0 CACM-3194 51 -7.254375028498595 SQLModel_Stemmed 
3 Q0 CACM-2515 52 -7.284290043027913 SQLModel_Stemmed 
3 Q0 CACM-3044 53 -7.2860214856740395 SQLModel_Stemmed 
3 Q0 CACM-1959 54 -7.311604895928211 SQLModel_Stemmed 
3 Q0 CACM-1554 55 -7.325492435195761 SQLModel_Stemmed 
3 Q0 CACM-2514 56 -7.344163627866029 SQLModel_Stemmed 
3 Q0 CACM-1341 57 -7.353251157536219 SQLModel_Stemmed 
3 Q0 CACM-1957 58 -7.370350581293674 SQLModel_Stemmed 
3 Q0 CACM-3073 59 -7.370953469748114 SQLModel_Stemmed 
3 Q0 CACM-1536 60 -7.379577049434062 SQLModel_Stemmed 
3 Q0 CACM-1854 61 -7.3838337842557955 SQLModel_Stemmed 
3 Q0 CACM-0320 62 -7.4510604929207425 SQLModel_Stemmed 
3 Q0 CACM-2692 63 -7.484957456055025 SQLModel_Stemmed 
3 Q0 CACM-2898 64 -7.486586480728505 SQLModel_Stemmed 
3 Q0 CACM-2060 65 -7.49581539008231 SQLModel_Stemmed 
3 Q0 CACM-1603 66 -7.519560464810011 SQLModel_Stemmed 
3 Q0 CACM-2430 67 -7.531796398729076 SQLModel_Stemmed 
3 Q0 CACM-2090 68 -7.531796398729076 SQLModel_Stemmed 
3 Q0 CACM-1325 69 -7.532100074791819 SQLModel_Stemmed 
3 Q0 CACM-0371 70 -7.5379363899049014 SQLModel_Stemmed 
3 Q0 CACM-1200 71 -7.544292921938709 SQLModel_Stemmed 
3 Q0 CACM-1559 72 -7.549963903416995 SQLModel_Stemmed 
3 Q0 CACM-3120 73 -7.561964702265582 SQLModel_Stemmed 
3 Q0 CACM-2967 74 -7.578937022195925 SQLModel_Stemmed 
3 Q0 CACM-1928 75 -7.589884714672021 SQLModel_Stemmed 
3 Q0 CACM-0199 76 -7.6157671392663335 SQLModel_Stemmed 
3 Q0 CACM-1471 77 -7.6160539565192344 SQLModel_Stemmed 
3 Q0 CACM-2376 78 -7.630985901963184 SQLModel_Stemmed 
3 Q0 CACM-1990 79 -7.64510021136444 SQLModel_Stemmed 
3 Q0 CACM-1960 80 -7.645380797828137 SQLModel_Stemmed 
3 Q0 CACM-2497 81 -7.650064983341823 SQLModel_Stemmed 
3 Q0 CACM-1409 82 -7.650064983341823 SQLModel_Stemmed 
3 Q0 CACM-2283 83 -7.65899094882883 SQLModel_Stemmed 
3 Q0 CACM-2146 84 -7.667093490958726 SQLModel_Stemmed 
3 Q0 CACM-1961 85 -7.678935819553666 SQLModel_Stemmed 
3 Q0 CACM-2509 86 -7.697885810995949 SQLModel_Stemmed 
3 Q0 CACM-2630 87 -7.697885810995949 SQLModel_Stemmed 
3 Q0 CACM-2767 88 -7.70761217322489 SQLModel_Stemmed 
3 Q0 CACM-2884 89 -7.708677215301835 SQLModel_Stemmed 
3 Q0 CACM-1539 90 -7.713956490454667 SQLModel_Stemmed 
3 Q0 CACM-1560 91 -7.721734731433404 SQLModel_Stemmed 
3 Q0 CACM-3151 92 -7.735326240789619 SQLModel_Stemmed 
3 Q0 CACM-2031 93 -7.744107426055698 SQLModel_Stemmed 
3 Q0 CACM-2472 94 -7.744107426055698 SQLModel_Stemmed 
3 Q0 CACM-2030 95 -7.754784041787435 SQLModel_Stemmed 
3 Q0 CACM-2490 96 -7.758271352422392 SQLModel_Stemmed 
3 Q0 CACM-2950 97 -7.773777608948615 SQLModel_Stemmed 
3 Q0 CACM-2510 98 -7.784959174658463 SQLModel_Stemmed 
3 Q0 CACM-2520 99 -7.797547372898631 SQLModel_Stemmed 
3 Q0 CACM-2657 100 -7.80105737512818 SQLModel_Stemmed 
Query 4 distribut comput structur and algorithm 
4 Q0 CACM-2090 1 -14.128363381234445 SQLModel_Stemmed 
4 Q0 CACM-2914 2 -14.270801348901072 SQLModel_Stemmed 
4 Q0 CACM-2276 3 -14.4465615314209 SQLModel_Stemmed 
4 Q0 CACM-1941 4 -14.450630345528097 SQLModel_Stemmed 
4 Q0 CACM-2549 5 -14.47830412886764 SQLModel_Stemmed 
4 Q0 CACM-1778 6 -14.497984121110967 SQLModel_Stemmed 
4 Q0 CACM-1733 7 -14.543225058004914 SQLModel_Stemmed 
4 Q0 CACM-2212 8 -14.61132543095389 SQLModel_Stemmed 
4 Q0 CACM-2949 9 -14.646305336592988 SQLModel_Stemmed 
4 Q0 CACM-2649 10 -14.720257321672594 SQLModel_Stemmed 
4 Q0 CACM-2098 11 -14.771897943419257 SQLModel_Stemmed 
4 Q0 CACM-2454 12 -14.776916969593618 SQLModel_Stemmed 
4 Q0 CACM-1951 13 -14.860742758903026 SQLModel_Stemmed 
4 Q0 CACM-2259 14 -14.91010991822429 SQLModel_Stemmed 
4 Q0 CACM-3082 15 -14.93407396820796 SQLModel_Stemmed 
4 Q0 CACM-2427 16 -14.952159563636359 SQLModel_Stemmed 
4 Q0 CACM-1944 17 -14.966802859359404 SQLModel_Stemmed 
4 Q0 CACM-2123 18 -14.99241251414686 SQLModel_Stemmed 
4 Q0 CACM-1894 19 -14.994788453479734 SQLModel_Stemmed 
4 Q0 CACM-1716 20 -15.048283189114686 SQLModel_Stemmed 
4 Q0 CACM-2849 21 -15.053653427810465 SQLModel_Stemmed 
4 Q0 CACM-1714 22 -15.068034850177577 SQLModel_Stemmed 
4 Q0 CACM-2565 23 -15.068034850177577 SQLModel_Stemmed 
4 Q0 CACM-0241 24 -15.092529548204153 SQLModel_Stemmed 
4 Q0 CACM-0711 25 -15.099751010711874 SQLModel_Stemmed 
4 Q0 CACM-2216 26 -15.170228484122406 SQLModel_Stemmed 
4 Q0 CACM-2481 27 -15.193936398670258 SQLModel_Stemmed 
4 Q0 CACM-3135 28 -15.195861365925174 SQLModel_Stemmed 
4 Q0 CACM-3137 29 -15.200701567131635 SQLModel_Stemmed 
4 Q0 CACM-3148 30 -15.215221048892152 SQLModel_Stemmed 
4 Q0 CACM-2032 31 -15.2678684255875 SQLModel_Stemmed 
4 Q0 CACM-3084 32 -15.269358138079143 SQLModel_Stemmed 
4 Q0 CACM-2261 33 -15.283884882155425 SQLModel_Stemmed 
4 Q0 CACM-2406 34 -15.331129670155457 SQLModel_Stemmed 
4 Q0 CACM-2926 35 -15.34453570055118 SQLModel_Stemmed 
4 Q0 CACM-2057 36 -15.372183686164766 SQLModel_Stemmed 
4 Q0 CACM-2250 37 -15.387006192650077 SQLModel_Stemmed 
4 Q0 CACM-2686 38 -15.39776148104107 SQLModel_Stemmed 
4 Q0 CACM-1918 39 -15.41215924700359 SQLModel_Stemmed 
4 Q0 CACM-1081 40 -15.454971144184125 SQLModel_Stemmed 
4 Q0 CACM-1987 41 -15.46871521360517 SQLModel_Stemmed 
4 Q0 CACM-1431 42 -15.481638982205808 SQLModel_Stemmed 
4 Q0 CACM-3043 43 -15.482238366535144 SQLModel_Stemmed 
4 Q0 CACM-2349 44 -15.49115404263909 SQLModel_Stemmed 
4 Q0 CACM-1584 45 -15.534555922712938 SQLModel_Stemmed 
4 Q0 CACM-1663 46 -15.534819082921361 SQLModel_Stemmed 
4 Q0 CACM-2969 47 -15.55791108600315 SQLModel_Stemmed 
4 Q0 CACM-1569 48 -15.563175181766999 SQLModel_Stemmed 
4 Q0 CACM-2334 49 -15.571635031158106 SQLModel_Stemmed 
4 Q0 CACM-2578 50 -15.579669050905245 SQLModel_Stemmed 
4 Q0 CACM-2004 51 -15.603056014547429 SQLModel_Stemmed 
4 Q0 CACM-2767 52 -15.60698292342185 SQLModel_Stemmed 
4 Q0 CACM-1583 53 -15.60708270390418 SQLModel_Stemmed 
4 Q0 CACM-1003 54 -15.638756810892328 SQLModel_Stemmed 
4 Q0 CACM-2433 55 -15.660688557976254 SQLModel_Stemmed 
4 Q0 CACM-1780 56 -15.70474333771544 SQLModel_Stemmed 
4 Q0 CACM-1920 57 -15.70474333771544 SQLModel_Stemmed 
4 Q0 CACM-1745 58 -15.713058394422829 SQLModel_Stemmed 
4 Q0 CACM-3119 59 -15.714359671527772 SQLModel_Stemmed 
4 Q0 CACM-2975 60 -15.723207720250132 SQLModel_Stemmed 
4 Q0 CACM-2313 61 -15.724916780221529 SQLModel_Stemmed 
4 Q0 CACM-2114 62 -15.727219794890555 SQLModel_Stemmed 
4 Q0 CACM-1779 63 -15.734719850073876 SQLModel_Stemmed 
4 Q0 CACM-2798 64 -15.743647146640166 SQLModel_Stemmed 
4 Q0 CACM-2954 65 -15.746984593170401 SQLModel_Stemmed 
4 Q0 CACM-2176 66 -15.748243685673552 SQLModel_Stemmed 
4 Q0 CACM-1604 67 -15.754004798159228 SQLModel_Stemmed 
4 Q0 CACM-2333 68 -15.763544835254265 SQLModel_Stemmed 
4 Q0 CACM-2566 69 -15.763544835254265 SQLModel_Stemmed 
4 Q0 CACM-1157 70 -15.763544835254265 SQLModel_Stemmed 
4 Q0 CACM-2734 71 -15.774151593762673 SQLModel_Stemmed 
4 Q0 CACM-3131 72 -15.774958784836132 SQLModel_Stemmed 
4 Q0 CACM-2893 73 -15.779967281656605 SQLModel_Stemmed 
4 Q0 CACM-2816 74 -15.785189678480794 SQLModel_Stemmed 
4 Q0 CACM-2371 75 -15.78528591498681 SQLModel_Stemmed 
4 Q0 CACM-2402 76 -15.802226523829646 SQLModel_Stemmed 
